,Instrument,Original Announcement Date Time,Debt - Long-Term - Total,Total Current Assets,Total Current Liabilities,Net Income after Tax,Revenue from Business Activities - Total,Cost of Operating Revenue,Operating Profit before Non-Recurring Income/(Expense),Net Cash Flow from Operating Activities,Total Shareholders' Equity incl Minority Intr & Hybrid Debt
20,DTE.N,2019-04-24T15:10:52Z,12776000000.0,2840000000.0,3647000000.0,408000000.0,3578000000.0,2193000000.0,676000000.0,752000000.0,11020000000.0
21,DTE.N,2019-02-07T17:59:26Z,12134000000.0,3260000000.0,4438000000.0,196000000.0,3726000000.0,2403000000.0,495000000.0,633000000.0,10717000000.0
22,DTE.N,2018-10-24T16:04:36Z,13620000000.0,3103000000.0,2117000000.0,335000000.0,3555000000.0,2414000000.0,438000000.0,614000000.0,10690000000.0
23,DTE.N,2018-07-25T17:17:27Z,12705000000.0,2895000000.0,2499000000.0,236000000.0,3175000000.0,2165000000.0,330000000.0,595000000.0,10318000000.0
24,LOW.N,2021-05-19T10:01:49Z,21906000000.0,26816000000.0,22892000000.0,2321000000.0,24422000000.0,16683000000.0,3245000000.0,4492000000.0,445000000.0
25,LOW.N,2021-02-24T11:04:02Z,20668000000.0,22326000000.0,18730000000.0,978000000.0,20311000000.0,14246000000.0,1527000000.0,-436000000.0,1437000000.0
26,LOW.N,2020-11-18T13:47:21Z,21185000000.0,26916000000.0,19564000000.0,692000000.0,22309000000.0,15364000000.0,2188000000.0,-267000000.0,4073000000.0
27,LOW.N,2020-08-19T12:51:39Z,20197000000.0,27717000000.0,21370000000.0,2828000000.0,27302000000.0,18325000000.0,3967000000.0,7302000000.0,4356000000.0
28,LOW.N,2020-05-20T10:04:19Z,20200000000.0,21926000000.0,18325000000.0,1337000000.0,19675000000.0,13488000000.0,2000000000.0,4450000000.0,1716000000.0
29,LOW.N,2020-02-26T11:02:48Z,16768000000.0,15318000000.0,15182000000.0,510000000.0,16027000000.0,11384000000.0,-153000000.0,185000000.0,1972000000.0
30,LOW.N,2019-11-20T11:02:49Z,16635000000.0,15662000000.0,15063000000.0,1049000000.0,17388000000.0,12058000000.0,1611000000.0,528000000.0,2458000000.0
31,LOW.N,2019-08-21T10:03:46Z,16538000000.0,16796000000.0,15835000000.0,1676000000.0,20992000000.0,14563000000.0,2381000000.0,1446000000.0,2640000000.0
32,LOW.N,2019-05-22T10:02:18Z,16542000000.0,19335000000.0,17781000000.0,1046000000.0,17741000000.0,12462000000.0,1417000000.0,2137000000.0,3236000000.0
33,LOW.N,2019-02-27T11:24:58Z,14391000000.0,14228000000.0,14497000000.0,-822000000.0,15647000000.0,11949000000.0,55000000.0,-605000000.0,3644000000.0
34,LOW.N,2018-11-20T11:00:08Z,14460000000.0,15138000000.0,15069000000.0,629000000.0,17415000000.0,12461000000.0,1232000000.0,1011000000.0,5394000000.0
35,LOW.N,2018-08-22T10:00:05Z,14937000000.0,15483000000.0,14581000000.0,1520000000.0,20888000000.0,14339000000.0,2393000000.0,2358000000.0,5781000000.0
36,WBA.OQ,2021-03-31T11:00:01Z,12005000000.0,26084000000.0,31246000000.0,904000000.0,32779000000.0,26112000000.0,1237000000.0,1361000000.0,21625000000.0
37,WBA.OQ,2021-01-07T12:00:17Z,11982000000.0,21084000000.0,30379000000.0,-321000000.0,36307000000.0,29284000000.0,1236000000.0,1195000000.0,20563000000.0
38,WBA.OQ,2020-10-15T11:00:00Z,13223000000.0,18073000000.0,27070000000.0,329000000.0,34746000000.0,28056000000.0,1038000000.0,2087000000.0,21136000000.0
39,WBA.OQ,2020-07-09T11:00:00Z,13119000000.0,18326000000.0,26649000000.0,-1733000000.0,34631000000.0,28305000000.0,649000000.0,913000000.0,21323000000.0
40,WBA.OQ,2020-04-02T11:00:00Z,11657000000.0,18909000000.0,28662000000.0,859000000.0,31336000000.0,24416000000.0,1551000000.0,1423000000.0,24334000000.0
41,WBA.OQ,2020-01-08T12:00:01Z,11605000000.0,19604000000.0,29494000000.0,850000000.0,34339000000.0,27195000000.0,1370000000.0,1062000000.0,24314000000.0
42,WBA.OQ,2019-10-28T11:00:00Z,11098000000.0,18700000000.0,25769000000.0,682000000.0,33954000000.0,27029000000.0,1144000000.0,2379000000.0,24152000000.0
43,WBA.OQ,2019-06-27T11:00:00Z,12127000000.0,19021000000.0,25060000000.0,1042000000.0,34591000000.0,27265000000.0,1301000000.0,2021000000.0,24771000000.0
44,WBA.OQ,2019-04-02T11:00:00Z,12685000000.0,19851000000.0,25303000000.0,1130000000.0,34528000000.0,26896000000.0,1817000000.0,736000000.0,25413000000.0
45,WBA.OQ,2018-12-20T12:07:30Z,11646000000.0,20083000000.0,25099000000.0,1085000000.0,33793000000.0,26275000000.0,1442000000.0,459000000.0,26263000000.0
46,WBA.OQ,2018-10-11T11:00:00Z,12431000000.0,17846000000.0,21667000000.0,1333000000.0,33442000000.0,25986000000.0,1653000000.0,2818000000.0,26689000000.0
47,WBA.OQ,2018-06-28T11:07:34Z,12456000000.0,19988000000.0,21482000000.0,1191000000.0,34334000000.0,26685000000.0,1523000000.0,2237000000.0,28470000000.0
48,MAR.OQ,2021-05-10T11:00:09Z,9386000000.0,2672000000.0,5914000000.0,-11000000.0,536000000.0,187000000.0,85000000.0,27000000.0,234000000.0
49,MAR.OQ,2021-02-18T13:11:16Z,9203000000.0,2825000000.0,5752000000.0,-164000000.0,508000000.0,210000000.0,196000000.0,16000000.0,430000000.0
50,MAR.OQ,2020-11-06T12:00:07Z,9679000000.0,3540000000.0,6006000000.0,100000000.0,465000000.0,187000000.0,492000000.0,118000000.0,229000000.0
51,MAR.OQ,2020-08-10T11:00:09Z,10133000000.0,4113000000.0,6118000000.0,-234000000.0,262000000.0,178000000.0,-113000000.0,991000000.0,-79000000.0
52,MAR.OQ,2020-05-11T11:00:19Z,10569000000.0,4049000000.0,6516000000.0,31000000.0,884000000.0,332000000.0,202000000.0,514000000.0,-20000000.0
53,MAR.OQ,2020-02-26T22:20:53Z,9963000000.0,3127000000.0,6677000000.0,279000000.0,1383000000.0,513000000.0,221000000.0,495000000.0,703000000.0
54,MAR.OQ,2019-11-04T21:30:07Z,10552000000.0,2900000000.0,5738000000.0,387000000.0,1332000000.0,378000000.0,616000000.0,452000000.0,838000000.0
55,MAR.OQ,2019-08-05T20:30:08Z,10185000000.0,2869000000.0,5624000000.0,232000000.0,1402000000.0,387000000.0,582000000.0,587000000.0,1240000000.0
56,MAR.OQ,2019-05-10T10:16:48Z,10025000000.0,2735000000.0,5848000000.0,375000000.0,1256000000.0,379000000.0,519000000.0,151000000.0,1603000000.0
57,MAR.OQ,2019-02-28T23:36:25Z,8514000000.0,2706000000.0,6437000000.0,353000000.0,1305000000.0,383000000.0,647000000.0,533000000.0,2225000000.0
58,MAR.OQ,2018-11-05T21:30:07Z,8710000000.0,2803000000.0,6051000000.0,503000000.0,1316000000.0,367000000.0,608000000.0,695000000.0,2324000000.0
59,MAR.OQ,2018-08-06T20:45:58Z,8375000000.0,2817000000.0,5904000000.0,667000000.0,1361000000.0,392000000.0,836000000.0,454000000.0,2841000000.0
60,EMR.N,2021-05-05T10:55:00Z,5823000000.0,7961000000.0,6294000000.0,568000000.0,4431000000.0,2643000000.0,792000000.0,807000000.0,9180000000.0
61,EMR.N,2021-02-02T12:00:00Z,5892000000.0,7681000000.0,6376000000.0,452000000.0,4161000000.0,2516000000.0,669000000.0,808000000.0,8939000000.0
62,EMR.N,2020-11-03T11:57:40Z,6326000000.0,8806000000.0,5785000000.0,730000000.0,4558000000.0,2737000000.0,873000000.0,1229000000.0,8447000000.0
63,EMR.N,2020-08-04T10:55:00Z,5500000000.0,7879000000.0,5985000000.0,407000000.0,3914000000.0,2356000000.0,591000000.0,842000000.0,7878000000.0
64,EMR.N,2020-04-21T10:55:00Z,3960000000.0,8032000000.0,7940000000.0,524000000.0,4163000000.0,2468000000.0,760000000.0,588000000.0,7563000000.0
65,EMR.N,2020-02-04T11:55:00Z,4018000000.0,7196000000.0,6340000000.0,329000000.0,4153000000.0,2447000000.0,561000000.0,424000000.0,8459000000.0
66,EMR.N,2019-11-05T12:00:01Z,4277000000.0,7139000000.0,5976000000.0,724000000.0,4971000000.0,2904000000.0,921000000.0,1204000000.0,8273000000.0
67,EMR.N,2019-08-06T10:55:23Z,4336000000.0,7350000000.0,6218000000.0,712000000.0,4684000000.0,2741000000.0,832000000.0,946000000.0,8804000000.0
68,EMR.N,2019-05-07T10:56:46Z,3786000000.0,7152000000.0,6714000000.0,525000000.0,4570000000.0,2704000000.0,734000000.0,533000000.0,8572000000.0
69,EMR.N,2019-02-05T11:54:55Z,2641000000.0,6658000000.0,7540000000.0,367000000.0,4147000000.0,2444000000.0,643000000.0,323000000.0,8276000000.0
70,EMR.N,2018-11-06T11:59:33Z,3137000000.0,6619000000.0,6164000000.0,476000000.0,4888000000.0,2877000000.0,814000000.0,1024000000.0,8990000000.0
71,EMR.N,2018-08-07T16:00:00Z,3126000000.0,8576000000.0,6954000000.0,719000000.0,4456000000.0,2553000000.0,822000000.0,924000000.0,8460000000.0
72,PENN.OQ,2021-05-06T11:00:01Z,6587200000.0,2347700000.0,947300000.0,90900000.0,1274900000.0,732200000.0,218400000.0,180500000.0,2755800000.0
73,PENN.OQ,2021-02-04T12:00:01Z,6540100000.0,2085000000.0,860000000.0,12700000.0,1027400000.0,598400000.0,103600000.0,118000000.0,2655800000.0
74,PENN.OQ,2020-10-29T11:00:00Z,6645500000.0,2186500000.0,921400000.0,141200000.0,1129700000.0,615900000.0,201000000.0,351700000.0,2631700000.0
75,PENN.OQ,2020-08-06T11:00:00Z,7345400000.0,1646600000.0,827800000.0,-214400000.0,305500000.0,266800000.0,-161900000.0,-97700000.0,1504900000.0
76,PENN.OQ,2020-05-07T11:00:00Z,7140500000.0,1270000000.0,813900000.0,-608600000.0,1116100000.0,753600000.0,58600000.0,-33200000.0,1277600000.0
77,PENN.OQ,2020-02-06T12:00:00Z,6643800000.0,642800000.0,905600000.0,-92900000.0,1341200000.0,852700000.0,184400000.0,184700000.0,1851900000.0
78,PENN.OQ,2019-10-31T11:04:15Z,6720600000.0,628200000.0,877300000.0,43700000.0,1354500000.0,865000000.0,179800000.0,204006000.0,1939400000.0
79,PENN.OQ,2019-08-01T11:00:00Z,6828247000.0,609234000.0,860506000.0,51357000.0,1323094000.0,837746000.0,198380000.0,189515000.0,1891708000.0
80,PENN.OQ,2019-05-02T11:01:52Z,6657560000.0,639204000.0,820383000.0,40987000.0,1282571000.0,813257000.0,182386000.0,125679000.0,1861811000.0
81,PENN.OQ,2019-02-07T12:00:00Z,9430726000.0,677658000.0,738436000.0,-42036000.0,1155269000.0,756608000.0,158648000.0,51770000.0,731221000.0
82,PENN.OQ,2018-11-01T11:00:00Z,4481162000.0,348366000.0,472637000.0,36125000.0,789651000.0,508724000.0,155843000.0,93939000.0,70456000.0
83,PENN.OQ,2018-07-26T21:00:12Z,4513094000.0,308505000.0,489344000.0,53988000.0,826913000.0,529552000.0,164770000.0,140134000.0,27756000.0
84,WEC.N,2021-05-03T11:00:05Z,12317700000.0,2355500000.0,3714900000.0,510300000.0,2691400000.0,1527000000.0,629300000.0,395200000.0,10967600000.0
85,WEC.N,2021-02-04T12:00:19Z,11728100000.0,2083000000.0,4148100000.0,239600000.0,1933400000.0,906800000.0,370500000.0,246300000.0,10662500000.0
86,WEC.N,2020-11-03T12:28:13Z,11652500000.0,1727200000.0,2840000000.0,267100000.0,1651000000.0,727800000.0,370200000.0,570100000.0,10559100000.0
87,WEC.N,2020-08-04T11:03:07Z,10721600000.0,1713400000.0,3484600000.0,242100000.0,1548700000.0,687000000.0,338800000.0,689100000.0,10492700000.0
88,WEC.N,2020-05-04T11:29:46Z,11194700000.0,1845300000.0,2847700000.0,452600000.0,2108600000.0,950500000.0,649900000.0,690500000.0,10484600000.0
89,WEC.N,2020-01-30T12:00:14Z,11211000000.0,2093600000.0,3182700000.0,244200000.0,1947500000.0,888700000.0,403600000.0,504800000.0,10254600000.0
90,WEC.N,2019-11-06T12:00:23Z,10897300000.0,1773000000.0,2818400000.0,234300000.0,1608000000.0,738900000.0,290100000.0,549500000.0,10186400000.0
91,WEC.N,2019-08-05T11:00:08Z,9921000000.0,1838700000.0,3362000000.0,235800000.0,1590200000.0,721700000.0,314700000.0,555500000.0,10148300000.0
92,WEC.N,2019-04-25T11:00:18Z,10326700000.0,2008300000.0,2889900000.0,420400000.0,2377400000.0,1237800000.0,541000000.0,735700000.0,10112100000.0
93,WEC.N,2019-02-12T12:00:03Z,9994000000.0,2247600000.0,3331700000.0,205300000.0,2076800000.0,1104900000.0,256600000.0,437300000.0,9842700000.0
94,WEC.N,2018-10-31T11:00:06Z,9119000000.0,1839700000.0,3602500000.0,233500000.0,1643700000.0,744900000.0,294700000.0,494800000.0,9842700000.0
95,WEC.N,2018-07-31T11:00:13Z,9209300000.0,1810400000.0,3053200000.0,231300000.0,1672500000.0,756300000.0,328900000.0,619400000.0,9756200000.0
96,LEG.N,2021-05-03T20:51:18Z,1952900000.0,1789000000.0,995600000.0,87500000.0,1150900000.0,919200000.0,127700000.0,-10600000.0,1456200000.0
97,LEG.N,2021-02-08T21:10:40Z,1849300000.0,1612100000.0,1006000000.0,103200000.0,1182000000.0,939700000.0,143900000.0,218800000.0,1390300000.0
98,LEG.N,2020-11-02T21:51:20Z,1909100000.0,1518300000.0,947400000.0,104900000.0,1207600000.0,957000000.0,142900000.0,261300000.0,1300000000.0
99,LEG.N,2020-08-03T20:52:49Z,2083200000.0,1410300000.0,775500000.0,-6100000.0,845100000.0,715100000.0,35400000.0,112100000.0,1214600000.0
100,LEG.N,2020-05-04T20:12:40Z,2415200000.0,1782000000.0,854700000.0,45700000.0,1045500000.0,839100000.0,84200000.0,10400000.0,1238600000.0
101,LEG.N,2020-02-03T21:20:31Z,2066500000.0,1538100000.0,928100000.0,86900000.0,1144900000.0,888500000.0,137000000.0,251400000.0,1312500000.0
102,LEG.N,2019-10-28T20:53:43Z,2200300000.0,1604600000.0,920800000.0,99600000.0,1239300000.0,980100000.0,142500000.0,212900000.0,1255600000.0
103,LEG.N,2019-07-29T20:53:16Z,2367000000.0,1703000000.0,900300000.0,86300000.0,1213200000.0,960400000.0,137400000.0,172300000.0,1238800000.0
104,LEG.N,2019-04-29T20:07:17Z,2413300000.0,1659000000.0,867000000.0,61100000.0,1155100000.0,936200000.0,101100000.0,31400000.0,1195200000.0
105,LEG.N,2019-02-04T21:22:37Z,1167800000.0,1524600000.0,815700000.0,51300000.0,1046700000.0,838700000.0,87200000.0,189200000.0,1157600000.0
106,LEG.N,2018-10-25T20:09:55Z,1353200000.0,1667000000.0,784900000.0,90000000.0,1091500000.0,869600000.0,124500000.0,126500000.0,1166000000.0
107,LEG.N,2018-07-26T16:00:00Z,1298000000.0,1782800000.0,936900000.0,85100000.0,1102500000.0,876600000.0,121100000.0,80500000.0,1128600000.0
108,REG.OQ,2021-05-07T10:10:52Z,3607134000.0,299416000.0,756703000.0,81625000.0,274703000.0,159007000.0,225911000.0,139362000.0,6043044000.0
109,REG.OQ,2021-02-12T11:14:27Z,3879924000.0,556017000.0,778443000.0,39216000.0,258460000.0,167452000.0,62879000.0,124529000.0,6058147000.0
110,REG.OQ,2020-11-05T21:15:04Z,3958463000.0,491345000.0,694971000.0,13310000.0,242944000.0,162091000.0,60063000.0,157170000.0,6113123000.0
111,REG.OQ,2020-08-03T20:15:11Z,4260210000.0,801402000.0,707862000.0,19574000.0,231113000.0,161883000.0,45548000.0,91741000.0,6197202000.0
112,REG.OQ,2020-05-08T10:19:48Z,4370936000.0,912792000.0,700437000.0,-24783000.0,283658000.0,167551000.0,101065000.0,125678000.0,6275235000.0
113,REG.OQ,2020-02-13T11:13:36Z,3869185000.0,330464000.0,750189000.0,41131000.0,288732000.0,171434000.0,95708000.0,151915000.0,6289961000.0
114,REG.OQ,2019-10-31T13:26:21Z,3884738000.0,244405000.0,724784000.0,57944000.0,282276000.0,167152000.0,96600000.0,180033000.0,6339847000.0
115,REG.OQ,2019-08-02T13:27:28Z,3673541000.0,210353000.0,696841000.0,52690000.0,275872000.0,169854000.0,85768000.0,157959000.0,6352848000.0
116,REG.OQ,2019-05-03T10:11:48Z,3663238000.0,218694000.0,726471000.0,91493000.0,286257000.0,171987000.0,91836000.0,131364000.0,6402773000.0
117,REG.OQ,2019-02-13T22:08:46Z,3692478000.0,278065000.0,802017000.0,79737000.0,284560000.0,176746000.0,91009000.0,145572000.0,6450168000.0
118,REG.OQ,2018-10-25T20:40:32Z,3715012000.0,257087000.0,789775000.0,70534000.0,278310000.0,164869000.0,93832000.0,163849000.0,6552243000.0
119,REG.OQ,2018-08-02T17:00:00Z,3720210000.0,300943000.0,892732000.0,48589000.0,281412000.0,162497000.0,99340000.0,151038000.0,6568788000.0
120,MS.N,2021-04-16T11:30:00Z,191263000000.0,,,4168000000.0,15218000000.0,409000000.0,5344000000.0,26879000000.0,107588000000.0
121,MS.N,2021-01-20T12:30:00Z,213388000000.0,,,3412000000.0,13238000000.0,374000000.0,4430000000.0,-25390000000.0,103149000000.0
122,MS.N,2020-10-15T11:30:00Z,197422000000.0,,,2751000000.0,11530000000.0,570000000.0,3487000000.0,-6867000000.0,89818000000.0
123,MS.N,2020-07-16T11:20:02Z,195453000000.0,,,3236000000.0,13456000000.0,758000000.0,4355000000.0,-16810000000.0,88009000000.0
124,MS.N,2020-04-16T11:15:00Z,181689000000.0,,,1780000000.0,11186000000.0,2147000000.0,2146000000.0,23836000000.0,87228000000.0
125,MS.N,2020-01-16T13:17:09Z,169658000000.0,,,2305000000.0,12743000000.0,2519000000.0,2733000000.0,-136000000.0,82697000000.0
126,MS.N,2019-10-17T11:33:42Z,188711000000.0,,,2218000000.0,12527000000.0,3132000000.0,2710000000.0,13337000000.0,83550000000.0
127,MS.N,2019-07-18T11:30:00Z,184141000000.0,,,2246000000.0,13091000000.0,3477000000.0,2903000000.0,10531000000.0,82845000000.0
128,MS.N,2019-04-17T11:17:55Z,172567000000.0,,,2468000000.0,12969000000.0,3276000000.0,2955000000.0,17041000000.0,81892000000.0
129,MS.N,2019-01-17T12:52:33Z,164968000000.0,,,1557000000.0,11072000000.0,3122000000.0,1857000000.0,-7179000000.0,81406000000.0
130,MS.N,2018-10-16T10:55:00Z,186836000000.0,,,2155000000.0,12004000000.0,2691000000.0,2851000000.0,14565000000.0,80074000000.0
131,MS.N,2018-07-18T10:57:37Z,186156000000.0,,,2469000000.0,12389000000.0,2388000000.0,3109000000.0,-12729000000.0,80506000000.0
132,BLK.N,2021-04-15T12:05:01Z,6482000000.0,,,1273000000.0,3573000000.0,,1723000000.0,-573000000.0,35429000000.0
133,BLK.N,2021-01-14T12:52:37Z,7264000000.0,,,1740000000.0,3690000000.0,,1850000000.0,1979000000.0,35334000000.0
134,BLK.N,2020-10-13T11:49:45Z,7227000000.0,,,1517000000.0,3656000000.0,,1837000000.0,995000000.0,33932000000.0
135,BLK.N,2020-07-17T11:44:46Z,7190000000.0,,,1402000000.0,2973000000.0,,1406000000.0,1707000000.0,32786000000.0
136,BLK.N,2020-04-16T10:47:54Z,5933000000.0,,,627000000.0,2988000000.0,,1357000000.0,-938000000.0,33070000000.0
137,BLK.N,2020-01-15T13:47:52Z,4955000000.0,,,1334000000.0,3294000000.0,,1538000000.0,1256000000.0,33613000000.0
138,BLK.N,2019-10-15T11:35:01Z,4932000000.0,,,1119000000.0,3026000000.0,,1502000000.0,931000000.0,32467000000.0
139,BLK.N,2019-07-19T11:56:35Z,4964000000.0,,,1013000000.0,2856000000.0,,1278000000.0,922000000.0,31950000000.0
140,BLK.N,2019-04-16T12:03:16Z,3966000000.0,,,1060000000.0,2700000000.0,,1233000000.0,-225000000.0,31362000000.0
141,BLK.N,2019-01-16T13:30:23Z,3979000000.0,,,927000000.0,2790000000.0,,1306000000.0,523000000.0,32433000000.0
142,BLK.N,2018-10-16T12:06:08Z,4991000000.0,,,1203000000.0,2919000000.0,,1396000000.0,1265000000.0,32470000000.0
143,BLK.N,2018-07-16T17:00:00Z,4994000000.0,,,1078000000.0,2926000000.0,,1440000000.0,1428000000.0,32184000000.0
144,WYNN.OQ,2021-05-10T20:02:00Z,11755169000.0,3249766000.0,1369882000.0,-336179000.0,725783000.0,712747000.0,-175732000.0,-253906000.0,-202939000.0
145,WYNN.OQ,2021-02-04T21:02:00Z,12469362000.0,3813147000.0,1880888000.0,-310291000.0,685995000.0,686343000.0,-178611000.0,-291346000.0,-737317000.0
146,WYNN.OQ,2020-11-05T21:03:00Z,12562972000.0,3869477000.0,1688700000.0,-831533000.0,370452000.0,480098000.0,-283007000.0,-173092000.0,-546631000.0
147,WYNN.OQ,2020-08-04T20:05:00Z,12477183000.0,4236381000.0,1869851000.0,-734869000.0,85698000.0,426100000.0,-523016000.0,-431487000.0,274198000.0
148,WYNN.OQ,2020-05-06T20:04:00Z,11133048000.0,3415364000.0,1884837000.0,-450253000.0,953716000.0,943635000.0,-247411000.0,-176500000.0,992480000.0
149,WYNN.OQ,2020-02-06T21:03:00Z,10097742000.0,2856337000.0,1982884000.0,-17470000.0,1653459000.0,1184543000.0,226578000.0,121185000.0,1541472000.0
150,WYNN.OQ,2019-11-06T21:02:00Z,9439634000.0,2111252000.0,1930384000.0,26883000.0,1647762000.0,1217833000.0,177835000.0,270441000.0,1665879000.0
151,WYNN.OQ,2019-08-06T20:03:00Z,9111858000.0,1967323000.0,1975348000.0,142234000.0,1658332000.0,1164268000.0,218716000.0,245586000.0,1850939000.0
152,WYNN.OQ,2019-05-09T20:02:00Z,9150116000.0,2241827000.0,1877930000.0,159731000.0,1651546000.0,1146243000.0,255176000.0,263858000.0,1915243000.0
153,WYNN.OQ,2019-01-30T21:02:00Z,9411140000.0,2641376000.0,1882063000.0,124610000.0,1687586000.0,1203508000.0,246283000.0,463600000.0,1814789000.0
154,WYNN.OQ,2018-11-07T21:13:23Z,8695335000.0,2336320000.0,2047405000.0,219772000.0,1709072000.0,1208976000.0,290983000.0,444587000.0,1540283000.0
155,WYNN.OQ,2018-08-01T20:02:00Z,8133602000.0,1888458000.0,1746819000.0,205280000.0,1605424000.0,1132699000.0,279572000.0,106948000.0,1819595000.0
156,HOLX.OQ,2021-04-28T20:01:00Z,2695700000.0,2662400000.0,1036400000.0,619400000.0,1537600000.0,462000000.0,783700000.0,552200000.0,3795000000.0
157,HOLX.OQ,2021-01-27T21:01:00Z,2706300000.0,2596300000.0,1056000000.0,653400000.0,1609800000.0,439500000.0,891500000.0,650000000.0,3269000000.0
158,HOLX.OQ,2020-11-04T21:01:00Z,2731300000.0,2222300000.0,1239300000.0,493600000.0,1346900000.0,425300000.0,643300000.0,442000000.0,2707300000.0
159,HOLX.OQ,2020-07-29T20:01:00Z,2749200000.0,1982800000.0,1345700000.0,136400000.0,822900000.0,367000000.0,192000000.0,223000000.0,2258600000.0
160,HOLX.OQ,2020-04-29T20:01:00Z,2767700000.0,1936600000.0,1480900000.0,94800000.0,756100000.0,370400000.0,159300000.0,117700000.0,2091200000.0
161,HOLX.OQ,2020-01-29T21:02:00Z,2788200000.0,1637600000.0,1043300000.0,385800000.0,850500000.0,400000000.0,155900000.0,113900000.0,2257700000.0
162,HOLX.OQ,2019-11-06T21:02:54Z,2802800000.0,1793100000.0,1070000000.0,-123500000.0,865900000.0,424200000.0,155700000.0,247700000.0,2115700000.0
163,HOLX.OQ,2019-07-31T20:01:00Z,2811200000.0,1591800000.0,1015200000.0,93900000.0,852400000.0,419500000.0,148000000.0,163700000.0,2216500000.0
164,HOLX.OQ,2019-05-01T20:02:00Z,2819800000.0,1511000000.0,1045200000.0,-272600000.0,818400000.0,415500000.0,122200000.0,133500000.0,2159800000.0
165,HOLX.OQ,2019-01-30T21:01:00Z,2828400000.0,1401900000.0,1077700000.0,103600000.0,830700000.0,410700000.0,142200000.0,104600000.0,2394400000.0
166,HOLX.OQ,2018-11-07T21:01:00Z,2725500000.0,1723200000.0,1402600000.0,58800000.0,813400000.0,407300000.0,101800000.0,232400000.0,2428800000.0
167,HOLX.OQ,2018-07-31T20:02:04Z,2743300000.0,1595400000.0,1235200000.0,85400000.0,824000000.0,403300000.0,138900000.0,234000000.0,2449500000.0
168,BRKb.N,2021-05-03T12:45:13Z,111033600000.0,203783000000.0,75030400000.0,11840000000.0,64599000000.0,49969000000.0,9627000000.0,9306000000.0,456176000000.0
169,BRKb.N,2021-03-01T15:40:18Z,100091000000.0,193756000000.0,82702000000.0,36130000000.0,64381000000.0,50777000000.0,6725000000.0,10546000000.0,451336000000.0
170,BRKb.N,2020-11-09T11:25:58Z,104249000000.0,203356000000.0,76281000000.0,30413000000.0,63024000000.0,49279000000.0,7083000000.0,11761000000.0,419215000000.0
171,BRKb.N,2020-08-10T10:56:04Z,103395000000.0,203092000000.0,66065000000.0,26407000000.0,56840000000.0,43879000000.0,7217000000.0,10668000000.0,397253000000.0
172,BRKb.N,2020-05-04T10:15:26Z,100575000000.0,195849000000.0,73620000000.0,-49697000000.0,61265000000.0,47995000000.0,7950000000.0,6798000000.0,375235000000.0
173,BRKb.N,2020-02-24T11:28:53Z,84508000000.0,183684000000.0,75079000000.0,29230000000.0,65368000000.0,52436000000.0,6243000000.0,12077000000.0,428563000000.0
174,BRKb.N,2019-11-04T11:36:59Z,97571000000.0,186372000000.0,68847000000.0,16657000000.0,64972000000.0,49522000000.0,9904000000.0,9848000000.0,401558000000.0
175,BRKb.N,2019-08-05T10:22:03Z,95525000000.0,179795000000.0,59183000000.0,14173000000.0,63598000000.0,49015000000.0,8579000000.0,9185000000.0,386391000000.0
176,BRKb.N,2019-05-06T08:06:00Z,93283000000.0,170792000000.0,57889000000.0,21732000000.0,60678000000.0,47445000000.0,8148000000.0,7577000000.0,372591000000.0
177,BRKb.N,2019-02-25T11:31:49Z,93117000000.0,166166000000.0,59652000000.0,-25693000000.0,63714000000.0,48046000000.0,7242000000.0,10845000000.0,352500000000.0
178,BRKb.N,2018-11-05T11:14:53Z,94123000000.0,152320000000.0,62727000000.0,18707000000.0,63450000000.0,48787000000.0,9075000000.0,10464000000.0,379419000000.0
179,BRKb.N,2018-08-06T17:00:00Z,91554000000.0,158573000000.0,62543000000.0,12077000000.0,62200000000.0,47469000000.0,9366000000.0,8535000000.0,361758000000.0
180,DVN.N,2021-05-04T20:20:11Z,7286000000.0,3467000000.0,2945000000.0,216000000.0,2290000000.0,956000000.0,701000000.0,592000000.0,8486000000.0
181,DVN.N,2021-02-17T11:14:15Z,4542000000.0,3260000000.0,1440000000.0,-73000000.0,1397000000.0,572000000.0,121000000.0,358000000.0,3019000000.0
182,DVN.N,2020-10-29T21:20:11Z,4540000000.0,3477000000.0,1709000000.0,-103000000.0,1154000000.0,570000000.0,-8000000.0,427000000.0,3148000000.0
183,DVN.N,2020-08-04T21:04:41Z,4538000000.0,3378000000.0,1452000000.0,-677000000.0,755000000.0,562000000.0,-237000000.0,150000000.0,3353000000.0
184,DVN.N,2020-05-05T21:01:44Z,4537000000.0,4055000000.0,1554000000.0,-1690000000.0,1367000000.0,719000000.0,-144000000.0,529000000.0,4040000000.0
185,DVN.N,2020-02-18T21:51:15Z,4534000000.0,3851000000.0,1927000000.0,12000000.0,1589000000.0,716000000.0,70000000.0,480000000.0,5920000000.0
186,DVN.N,2019-11-05T21:29:13Z,4535000000.0,2846000000.0,1658000000.0,136000000.0,1619000000.0,675000000.0,135000000.0,597000000.0,6542000000.0
187,DVN.N,2019-08-06T20:23:42Z,4533000000.0,5167000000.0,3467000000.0,151000000.0,1666000000.0,670000000.0,162000000.0,433000000.0,6994000000.0
188,DVN.N,2019-04-30T21:23:34Z,6024000000.0,2703000000.0,1968000000.0,-378000000.0,1683000000.0,643000000.0,151000000.0,436000000.0,7857000000.0
