Instrument,USLIAWHMP, USUNINSCE, USCNORCGD, USNAPMNO, USNOEXCHD, USBPPRVTO, S&PCOMP, USBCILCIQ, FRTCM10, FRFEDFD, USAVGEXPQ
Field,X,X,X,X,X,X,X,X,X,X,X
Dates,,,,,,,,,,,
1976-12-15,39.9,368.0,93296.0,58.9,25328.0,1679.0,105.14,,6.88,4.73,
1977-01-15,39.4,407.1,93885.0,57.2,24929.0,1607.0,104.01,,7.28,4.6,
1977-02-15,40.2,450.3,95070.0,56.8,24483.0,1734.0,101.04,,7.36,4.68,
1977-03-15,40.3,356.9,98752.0,63.5,24810.0,1844.0,101.98,,7.44,4.61,
1977-04-15,40.4,371.3,96065.0,60.3,25253.0,1844.0,101.04,,7.25,4.7,
1977-05-15,40.5,379.6,97170.0,64.5,25511.0,1853.0,99.03,,7.48,5.33,
1977-06-15,40.5,357.4,98021.0,58.1,25983.0,1946.0,99.61,,7.23,5.54,
1977-07-15,40.4,364.1,97757.0,58.9,25732.0,1874.0,100.18,,7.31,5.32,
1977-08-15,40.4,366.7,98581.0,58.8,26017.0,1978.0,98.18,,7.48,6.01,
1977-09-15,40.4,361.5,98567.0,57.0,27151.0,1860.0,96.8,,7.33,6.13,
1977-10-15,40.6,361.5,98146.0,57.1,26786.0,1953.0,93.56,,7.54,6.48,
1977-11-15,40.5,353.0,100027.0,59.2,26754.0,1969.0,95.93,,7.56,6.52,
1977-12-15,40.4,357.4,100986.0,60.7,27328.0,1949.0,93.55,,7.67,6.52,
1978-01-15,39.5,350.6,96181.0,60.6,25825.0,1812.0,89.69,,7.98,6.78,0.7
1978-02-15,39.9,381.5,98691.0,56.2,28257.0,1808.0,88.83,,8.08,6.92,0.6
1978-03-15,40.5,342.9,100134.0,56.6,28216.0,1873.0,89.12,,8.0,6.77,0.2
1978-04-15,40.4,323.7,105240.0,60.2,29708.0,2028.0,92.92,,8.12,6.76,0.5
1978-05-15,40.4,326.3,103885.0,63.9,31215.0,1839.0,98.76,,8.35,7.41,0.0
1978-06-15,40.6,333.3,104355.0,63.6,29524.0,2065.0,98.34,,8.41,7.51,0.1
1978-07-15,40.6,350.6,102529.0,64.7,29497.0,1860.0,97.58,,8.68,7.77,0.0
1978-08-15,40.5,335.3,103700.0,61.3,30707.0,1761.0,103.85,,8.46,7.9,-0.3
1978-09-15,40.5,324.3,102822.0,61.3,31103.0,1824.0,104.12,,8.35,8.35,-0.2
1978-10-15,40.5,327.8,104120.0,58.8,32335.0,1855.0,104.66,,8.52,8.73,0.2
1978-11-15,40.6,344.9,104720.0,61.9,29735.0,1869.0,92.71,,8.76,9.46,-1.0
1978-12-15,40.5,349.7,105855.0,59.9,29872.0,1894.0,95.33,,9.0,9.83,-1.2
1979-01-15,40.4,357.2,104735.0,57.3,30599.0,1521.0,100.69,,9.15,10.17,-1.2
1979-02-15,40.5,359.8,102776.0,58.6,31801.0,1553.0,98.73,,9.12,10.07,-0.8
1979-03-15,40.6,358.6,105987.0,56.7,37002.0,1791.0,99.86,,9.14,10.14,-1.6
1979-04-15,39.3,415.2,102119.0,55.1,30634.0,1663.0,102.0,,9.2,9.83,-1.5
1979-05-15,40.2,343.3,104010.0,52.1,31651.0,1754.0,98.14,,9.32,10.28,-1.6
1979-06-15,40.2,365.0,103656.0,49.4,30495.0,1708.0,102.09,,8.96,10.31,-1.9
1979-07-15,40.2,379.1,101209.0,49.8,30079.0,1598.0,102.32,,8.94,10.32,-2.5
1979-08-15,40.1,387.3,98672.0,46.9,30542.0,1657.0,108.25,,9.0,10.97,-2.4
1979-09-15,40.1,384.8,99100.0,48.7,30490.0,1705.0,108.76,,9.29,11.36,-2.0
1979-10-15,40.2,401.7,97690.0,47.3,32229.0,1542.0,103.36,,10.31,13.65,-1.9
1979-11-15,40.1,417.9,96622.0,46.5,31444.0,1329.0,104.13,,10.62,13.43,-1.9
1979-12-15,40.1,430.8,96359.0,44.3,29842.0,1306.0,108.92,,10.45,13.96,-1.8
1980-01-15,40.0,416.6,96598.0,47.1,32650.0,1333.0,111.14,,10.65,13.55,-1.8
1980-02-15,40.1,419.0,98304.0,51.6,31073.0,1249.0,115.41,,12.2,14.67,-1.8
1980-03-15,39.9,439.5,93417.0,43.8,30340.0,1029.0,105.43,,12.52,16.29,-2.2
1980-04-15,39.8,556.3,87793.0,32.0,25858.0,842.0,102.63,,11.57,18.35,-3.0
1980-05-15,39.3,626.4,83655.0,25.6,26046.0,896.0,106.99,,10.31,11.15,-2.9
1980-06-15,39.2,606.2,84122.0,24.2,27345.0,1165.0,115.81,,9.51,8.6,-2.3
1980-07-15,39.1,556.6,86328.0,36.1,30422.0,1311.0,119.3,,10.17,9.09,-1.7
1980-08-15,39.5,517.4,88308.0,54.1,28151.0,1424.0,125.72,,10.86,9.05,-1.1
1980-09-15,39.6,482.0,92850.0,53.9,29319.0,1545.0,125.67,,11.62,10.96,-0.4
1980-10-15,39.8,426.5,96522.0,63.7,29358.0,1423.0,133.7,,11.29,11.69,-0.3
1980-11-15,39.9,410.6,95311.0,65.3,27715.0,1440.0,137.15,,12.79,14.23,0.1
1980-12-15,40.1,409.6,96020.0,51.2,31038.0,1300.0,129.45,,13.25,19.62,-0.8
1981-01-15,40.1,413.7,90881.0,48.7,30388.0,1272.0,134.22,,12.62,19.52,-0.8
1981-02-15,39.8,428.3,94469.0,51.1,29056.0,1249.0,126.98,,13.65,16.2,-1.2
1981-03-15,40.0,407.2,94230.0,50.2,29578.0,1232.0,133.11,,12.86,14.28,-0.8
1981-04-15,40.1,408.8,95435.0,53.1,31785.0,1239.0,134.17,,13.74,14.56,-0.3
1981-05-15,40.2,416.8,95807.0,55.7,28231.0,1221.0,132.17,,14.07,18.49,0.0
1981-06-15,40.0,432.4,95842.0,51.0,30089.0,1017.0,133.61,,13.09,18.83,-0.1
1981-07-15,39.9,434.5,94831.0,47.6,28671.0,974.0,130.25,,14.07,17.72,-0.3
1981-08-15,40.0,443.5,91856.0,47.2,28930.0,926.0,132.49,,14.74,17.53,0.0
1981-09-15,39.6,476.9,90219.0,42.2,27356.0,882.0,119.77,,15.08,15.78,-0.6
1981-10-15,39.6,493.3,87707.0,40.2,26678.0,762.0,119.71,,14.88,15.17,-1.0
1981-11-15,39.4,511.3,85923.0,32.8,27613.0,779.0,121.67,,13.18,13.08,-1.4
1981-12-15,39.2,534.8,84940.0,39.1,25365.0,829.0,122.99,,13.55,12.25,-1.3
1982-01-15,37.3,545.2,84736.0,39.9,26024.0,827.0,116.33,,14.82,12.47,-1.0
1982-02-15,39.6,533.7,85586.0,38.6,26434.0,842.0,114.38,,14.71,15.54,-1.4
1982-03-15,39.1,556.5,87129.0,40.4,25336.0,928.0,109.45,,13.96,15.21,-1.7
1982-04-15,39.1,586.7,86345.0,40.9,25537.0,925.0,116.35,,13.91,15.81,-1.1
1982-05-15,39.1,585.8,87035.0,38.1,22684.0,992.0,118.01,,13.48,14.52,-1.0
1982-06-15,39.2,596.9,86422.0,42.0,22063.0,951.0,109.96,,14.21,14.5,-1.2
1982-07-15,39.2,569.7,86892.0,40.7,22582.0,1088.0,110.47,,13.96,13.07,-1.0
1982-08-15,39.0,629.6,84966.0,40.1,21356.0,964.0,103.85,,13.2,10.38,-1.1
1982-09-15,39.0,671.7,85981.0,40.4,22143.0,1086.0,124.29,,12.6,10.63,-0.6
1982-10-15,38.9,641.8,82255.0,41.9,23626.0,1197.0,133.57,,10.75,9.43,-0.8
1982-11-15,39.0,594.4,82324.0,41.5,21716.0,1280.0,137.03,,10.65,9.82,-0.6
1982-12-15,39.0,517.9,82444.0,46.0,20990.0,1407.0,135.24,,10.5,9.13,-0.6
1983-01-15,39.3,492.8,86836.0,50.3,21375.0,1485.0,146.65,,10.28,8.43,-0.5
1983-02-15,39.3,488.7,87798.0,60.6,21297.0,1532.0,148.3,,10.84,8.6,0.1
1983-03-15,39.6,479.3,87688.0,60.8,23424.0,1536.0,151.36,,10.46,8.82,1.1
1983-04-15,39.7,497.0,89345.0,59.4,23261.0,1630.0,158.75,,10.33,8.73,1.3
1983-05-15,40.0,468.1,91798.0,61.8,23233.0,1738.0,164.9,,10.22,8.39,1.8
1983-06-15,40.1,435.1,94270.0,62.3,23975.0,1842.0,167.12,,10.72,9.1,1.6
1983-07-15,40.3,404.3,95320.0,70.3,23287.0,1869.0,164.29,,11.51,9.39,1.5
1983-08-15,40.3,435.9,96511.0,68.1,23998.0,1784.0,163.71,,11.76,9.85,1.4
1983-09-15,40.6,409.1,97289.0,66.9,26853.0,1651.0,164.38,,11.82,9.66,1.2
1983-10-15,40.6,399.5,100248.0,69.5,27144.0,1787.0,169.86,,11.58,9.31,1.2
1983-11-15,40.6,385.1,101101.0,69.2,24947.0,1737.0,165.36,,11.7,9.5,1.4
1983-12-15,40.5,369.8,102336.0,74.8,25301.0,1694.0,161.67,,11.96,9.94,1.7
1984-01-15,40.6,350.9,103216.0,63.7,27101.0,1867.0,167.02,,11.59,9.4,2.0
1984-02-15,41.1,340.5,103087.0,64.9,27093.0,2043.0,156.25,,11.81,9.83,1.4
1984-03-15,40.7,345.5,101612.0,60.9,27663.0,1773.0,157.41,,12.31,10.09,1.5
1984-04-15,40.8,369.4,101939.0,63.2,26603.0,1826.0,157.31,,12.57,10.24,1.5
1984-05-15,40.7,357.7,101458.0,59.2,29482.0,1790.0,158.0,,13.48,10.55,1.2
1984-06-15,40.6,362.9,100098.0,60.5,28006.0,1865.0,149.03,,13.21,11.33,1.1
1984-07-15,40.6,360.3,102840.0,54.1,28513.0,1650.0,150.88,,13.3,11.0,1.0
1984-08-15,40.5,390.1,102226.0,54.0,27797.0,1573.0,162.8,,12.74,11.82,1.1
1984-09-15,40.5,398.0,98559.0,47.2,27116.0,1566.0,168.78,,12.42,11.38,1.1
1984-10-15,40.5,419.3,100013.0,52.9,28053.0,1532.0,165.77,,12.34,10.54,1.0
1984-11-15,40.4,401.3,100292.0,52.0,28124.0,1689.0,165.89,,11.73,9.62,1.0
1984-12-15,40.5,381.7,101309.0,52.8,27299.0,1672.0,162.69,,11.56,8.26,0.8
1985-01-15,40.3,374.9,102063.0,51.8,27136.0,1706.0,170.81,,11.49,8.03,1.0
1985-02-15,40.1,388.7,100406.0,51.8,31874.0,1709.0,181.6,,11.38,8.53,1.0
1985-03-15,40.4,382.6,100830.0,49.1,29525.0,1775.0,176.53,,11.93,8.81,0.8
1985-04-15,40.5,398.2,100646.0,51.3,26704.0,1711.0,180.92,,11.37,8.57,1.0
1985-05-15,40.4,393.5,102150.0,49.5,27515.0,1757.0,184.54,,10.89,8.17,0.7
1985-06-15,40.5,392.4,101413.0,50.7,27961.0,1764.0,187.1,,9.98,7.27,1.0
1985-07-15,40.4,378.1,101558.0,52.5,27406.0,1745.0,192.72,,10.22,7.71,0.9
1985-08-15,40.6,403.6,102641.0,51.8,27398.0,1859.0,187.26,,10.36,8.53,0.8
1985-09-15,40.6,408.2,102726.0,54.6,28407.0,1970.0,182.91,,10.4,7.77,0.5
1985-10-15,40.7,404.2,102887.0,53.4,28011.0,1792.0,186.08,,10.3,8.16,0.3
1985-11-15,40.7,392.3,102786.0,57.2,28174.0,1739.0,198.11,,9.92,8.58,0.5
1985-12-15,40.9,385.1,102716.0,54.8,26728.0,1844.0,209.94,,9.21,7.84,0.7
1986-01-15,40.7,367.1,105369.0,56.7,26829.0,1899.0,208.26,,9.31,8.04,0.7
1986-02-15,40.7,372.0,104225.0,57.1,28528.0,1816.0,219.76,,8.68,7.75,0.7
1986-03-15,40.7,382.9,101526.0,54.5,25945.0,1830.0,236.55,,7.72,7.39,0.7
1986-04-15,40.5,388.7,104533.0,54.4,25725.0,1910.0,237.73,,7.22,7.07,0.9
1986-05-15,40.7,384.6,102448.0,61.1,24990.0,1847.0,234.43,,7.79,7.0,0.9
1986-06-15,40.7,370.6,104634.0,55.3,27489.0,1840.0,245.73,,7.73,6.84,1.0
1986-07-15,40.6,373.1,103200.0,51.2,25652.0,1830.0,233.66,,7.16,6.39,0.7
1986-08-15,40.7,405.1,104328.0,58.4,26072.0,1774.0,247.15,,7.14,6.47,0.5
1986-09-15,40.7,395.5,106395.0,57.3,26535.0,1733.0,231.94,,7.53,5.97,0.3
1986-10-15,40.6,376.6,105404.0,54.5,25094.0,1722.0,238.8,,7.51,5.93,0.3
1986-11-15,40.7,363.1,104000.0,57.0,25397.0,1690.0,244.5,,7.29,5.89,0.5
1986-12-15,40.8,358.4,107929.0,55.4,25719.0,1956.0,248.21,,7.15,6.53,0.1
1987-01-15,40.8,351.4,104818.0,59.8,25846.0,1737.0,265.49,,7.08,6.01,0.2
1987-02-15,41.2,348.7,110223.0,55.4,26266.0,1736.0,279.7,,7.28,6.1,0.4
1987-03-15,41.0,333.3,110365.0,61.6,25205.0,1752.0,289.89,,7.19,6.05,0.5
1987-04-15,40.8,336.2,109115.0,59.8,26586.0,1646.0,284.44,,8.1,6.45,0.7
1987-05-15,41.0,331.1,108920.0,63.4,26520.0,1542.0,287.43,,8.8,6.84,0.7
1987-06-15,40.9,322.0,110323.0,61.2,28618.0,1565.0,303.14,,8.28,6.85,0.4
1987-07-15,41.0,324.8,111271.0,64.0,28079.0,1558.0,310.42,,8.43,6.38,0.7
1987-08-15,40.9,320.2,108883.0,62.7,26629.0,1553.0,333.99,,8.58,6.75,1.0
1987-09-15,40.8,305.8,110932.0,62.1,28192.0,1556.0,317.74,,9.44,7.42,1.0
1987-10-15,41.1,299.9,111334.0,65.3,28323.0,1488.0,298.08,,10.18,7.76,0.6
1987-11-15,41.0,306.9,111389.0,59.3,27939.0,1498.0,245.64,,8.84,6.8,-0.3
1987-12-15,41.0,317.7,111231.0,61.5,28646.0,1383.0,242.8,,9.09,6.51,0.2
1988-01-15,41.1,340.5,109336.0,60.3,30287.0,1279.0,252.05,,8.6,6.89,0.5
1988-02-15,41.1,318.9,111436.0,57.0,29630.0,1478.0,257.63,,8.28,6.59,0.5
1988-03-15,40.9,306.0,112149.0,57.9,30155.0,1568.0,266.13,,8.3,6.6,0.7
1988-04-15,41.0,313.2,111652.0,57.6,29567.0,1469.0,259.77,,8.74,6.87,0.9
1988-05-15,41.0,314.1,112790.0,57.7,29579.0,1484.0,256.78,,9.0,7.14,1.2
1988-06-15,41.1,307.0,113871.0,63.6,28862.0,1527.0,274.45,,8.71,7.75,0.9
1988-07-15,41.1,325.9,112694.0,60.6,30491.0,1479.0,272.05,,9.08,7.87,0.3
1988-08-15,40.9,314.9,112095.0,59.2,31895.0,1501.0,258.69,,9.37,8.41,0.9
1988-09-15,41.0,300.9,113462.0,58.6,30937.0,1476.0,268.13,,8.91,8.24,0.5
1988-10-15,41.1,291.4,113413.0,57.2,29581.0,1558.0,275.5,,8.81,8.14,1.0
1988-11-15,41.1,293.5,114164.0,58.4,29491.0,1550.0,268.34,,8.92,8.44,0.6
1988-12-15,40.9,291.9,118132.0,59.0,29054.0,1543.0,274.28,,9.19,8.81,0.7
1989-01-15,41.1,289.9,117042.0,57.3,30422.0,1507.0,283.87,,9.06,9.1,0.8
1989-02-15,41.2,313.1,115768.0,57.3,30644.0,1422.0,294.24,,9.22,9.4,1.0
1989-03-15,41.1,321.3,112820.0,52.0,29538.0,1248.0,296.67,,9.31,9.84,0.7
1989-04-15,41.1,308.7,115029.0,53.1,29537.0,1415.0,301.36,,9.18,9.83,0.4
1989-05-15,41.0,324.3,112887.0,50.7,29504.0,1420.0,316.16,,8.82,9.79,0.4
1989-06-15,40.9,338.7,113102.0,45.6,32452.0,1359.0,320.08,,8.33,9.46,0.6
1989-07-15,40.9,339.7,109141.0,45.8,27602.0,1319.0,331.84,,8.04,9.22,0.7
1989-08-15,40.9,332.3,112727.0,45.2,27840.0,1371.0,344.71,,8.21,9.19,0.4
1989-09-15,40.8,337.7,113129.0,46.0,29682.0,1351.0,345.06,,8.09,9.02,0.8
1989-10-15,40.8,363.4,110723.0,49.3,26989.0,1403.0,333.62,,7.87,8.81,0.8
1989-11-15,40.7,339.4,112632.0,49.3,28627.0,1382.0,340.54,,7.82,8.73,0.5
1989-12-15,40.5,357.9,112936.0,50.4,29766.0,1462.0,350.06,,7.8,8.56,0.5
1990-01-15,40.5,360.8,108998.0,49.1,29748.0,1797.0,337.0,,8.1,8.16,0.4
1990-02-15,40.6,354.0,113094.0,52.5,29769.0,1366.0,334.89,,8.43,8.32,0.1
1990-03-15,40.6,343.9,115394.0,52.3,29139.0,1281.0,338.07,,8.66,8.29,0.3
1990-04-15,40.5,361.6,113067.0,53.7,29035.0,1168.0,344.34,,8.64,8.18,0.3
1990-05-15,40.6,358.8,115053.0,51.7,28937.0,1097.0,354.28,1.666,8.65,8.34,0.3
1990-06-15,40.7,360.9,114782.0,52.0,28694.0,1139.0,362.91,1.223,8.46,8.29,0.0
1990-07-15,40.6,367.0,113494.0,46.7,29821.0,1108.0,367.31,1.02,8.45,8.18,-0.2
1990-08-15,40.5,389.8,115321.0,45.5,27776.0,1099.0,340.06,2.754,8.64,8.28,-1.5
1990-09-15,40.5,394.7,112430.0,44.9,29033.0,1003.0,316.83,3.005,8.87,7.93,-1.7
1990-10-15,40.4,425.4,112585.0,43.1,29571.0,951.0,303.23,3.644,8.8,8.07,-2.4
1990-11-15,40.2,452.1,109064.0,40.4,26762.0,967.0,317.02,3.264,8.37,8.12,-2.5
1990-12-15,40.3,456.2,105553.0,38.5,28053.0,885.0,326.82,2.709,8.05,7.29,-2.3
1991-01-15,40.2,456.8,106712.0,38.1,27657.0,808.0,313.73,3.193,8.22,6.89,-2.3
1991-02-15,40.1,485.5,106367.0,39.2,26908.0,877.0,369.06,0.827,7.78,6.02,-1.8
1991-03-15,40.0,501.3,103339.0,42.4,24993.0,937.0,373.59,0.404,8.1,5.96,0.6
1991-04-15,40.1,467.1,108996.0,46.1,26052.0,942.0,381.19,0.126,7.95,6.04,0.4
1991-05-15,40.2,442.1,111151.0,48.9,26677.0,1019.0,368.57,0.491,8.13,6.01,-0.1
1991-06-15,40.5,427.7,108790.0,58.4,24855.0,991.0,382.29,0.454,8.29,5.71,0.5
1991-07-15,40.5,418.6,113831.0,55.6,27081.0,1000.0,382.39,0.828,8.26,5.96,0.4
1991-08-15,40.6,430.1,112853.0,60.1,26138.0,970.0,389.33,-0.382,7.84,5.77,0.2
1991-09-15,40.6,424.6,114123.0,60.7,27417.0,1001.0,383.59,-0.065,7.66,5.31,0.2
1991-10-15,40.6,428.4,113530.0,58.0,26160.0,1019.0,391.01,0.676,7.46,5.58,-0.5
1991-11-15,40.7,445.0,113634.0,53.5,26215.0,1012.0,382.62,0.178,7.33,4.98,-1.3
1991-12-15,40.7,456.6,110231.0,49.5,25471.0,1091.0,384.47,0.106,7.22,4.42,-1.1
1992-01-15,40.6,441.0,111472.0,49.6,27832.0,1107.0,420.77,-0.241,7.05,4.04,-1.5
1992-02-15,40.7,442.7,112128.0,58.3,26389.0,1178.0,412.48,-0.926,7.41,4.0,-1.5
1992-03-15,40.7,429.5,117485.0,63.3,27417.0,1112.0,405.84,-0.773,7.71,3.85,-0.4
1992-04-15,40.9,422.9,118747.0,59.1,27901.0,1084.0,416.28,-0.392,7.37,4.02,0.0
1992-05-15,40.9,414.0,119132.0,60.9,28536.0,1086.0,410.09,-1.211,7.28,3.96,0.3
1992-06-15,40.8,419.0,120876.0,59.8,28423.0,1087.0,410.29,-0.878,7.28,3.88,0.1
1992-07-15,40.8,446.8,120270.0,59.5,28373.0,1119.0,417.1,-0.813,6.9,3.38,-0.5
1992-08-15,40.8,403.0,119016.0,58.8,27922.0,1105.0,419.91,-0.777,6.53,3.22,-0.6
1992-09-15,40.7,412.5,119087.0,51.1,29080.0,1145.0,419.77,-0.455,6.4,3.2,-0.8
1992-10-15,40.8,372.7,117942.0,53.8,28271.0,1164.0,409.6,0.954,6.53,3.4,-0.9
1992-11-15,40.9,362.0,119835.0,58.8,28925.0,1149.0,422.43,0.059,6.82,2.85,0.0
1992-12-15,40.9,336.4,121138.0,61.0,29496.0,1209.0,432.57,-0.467,6.83,3.17,1.1
1993-01-15,41.1,346.9,120933.0,63.0,28406.0,1210.0,437.15,-0.939,6.6,2.96,0.7
1993-02-15,41.1,338.4,121795.0,59.7,28280.0,1180.0,444.58,-1.304,6.35,2.95,0.1
1993-03-15,40.8,351.0,122153.0,58.1,28186.0,1086.0,451.43,-1.34,6.17,3.16,-0.3
1993-04-15,41.4,349.2,120441.0,53.0,28779.0,1135.0,448.4,-0.957,5.88,3.15,-0.2
1993-05-15,41.0,343.8,122071.0,55.2,28864.0,1143.0,439.56,-0.673,6.03,2.94,-0.8
1993-06-15,40.9,340.4,123468.0,51.6,29276.0,1162.0,446.27,-0.961,5.96,3.14,-0.7
1993-07-15,41.1,355.1,119897.0,53.8,29593.0,1207.0,449.22,-1.146,5.72,3.13,-0.9
1993-08-15,41.1,341.0,120352.0,55.3,29870.0,1264.0,450.14,-2.127,5.72,3.0,-1.1
1993-09-15,41.3,338.5,122787.0,52.6,29846.0,1286.0,461.6,-1.556,5.39,3.38,-0.9
1993-10-15,41.3,354.0,124743.0,58.9,30766.0,1323.0,469.5,-1.314,5.19,2.97,-0.8
1993-11-15,41.3,340.9,123931.0,60.4,30485.0,1395.0,463.75,-1.113,5.69,3.23,-0.6
1993-12-15,41.4,324.0,125645.0,62.4,32701.0,1502.0,461.84,-0.999,5.83,3.06,0.4
1994-01-15,41.4,363.7,126880.0,63.5,29948.0,1390.0,474.91,-1.511,5.78,2.95,0.8
1994-02-15,40.9,348.5,127695.0,62.2,31357.0,1269.0,472.52,-1.543,5.88,3.49,0.4
1994-03-15,41.7,334.1,129810.0,62.8,30941.0,1342.0,467.01,-0.736,6.47,3.25,0.6
1994-04-15,41.8,344.5,130308.0,62.7,32156.0,1392.0,446.18,0.021,6.97,3.51,0.6
1994-05-15,41.8,358.9,131370.0,61.6,31953.0,1396.0,444.14,-0.115,7.29,3.84,0.6
1994-06-15,41.8,337.2,131231.0,65.0,33176.0,1357.0,460.61,-0.45,7.1,4.3,0.5
1994-07-15,41.8,344.4,131628.0,64.2,32750.0,1335.0,454.16,-0.829,7.25,4.22,0.2
1994-08-15,41.7,336.2,132572.0,63.0,32991.0,1377.0,461.23,-1.146,7.3,4.5,0.2
1994-09-15,41.6,328.0,132343.0,62.7,32993.0,1412.0,474.81,-0.659,7.35,4.79,0.2
1994-10-15,41.8,334.1,133209.0,63.0,34196.0,1397.0,469.1,0.067,7.61,4.71,0.3
1994-11-15,41.8,326.9,132839.0,61.5,34158.0,1340.0,465.03,0.525,7.92,5.59,0.6
1994-12-15,41.8,323.1,136117.0,58.9,34237.0,1396.0,455.34,0.798,7.79,5.61,0.8
1995-01-15,41.8,333.3,135222.0,59.7,34895.0,1282.0,465.97,-0.559,7.69,5.47,0.8
1995-02-15,41.7,341.2,134433.0,56.6,34021.0,1254.0,484.54,-0.298,7.45,5.95,0.3
1995-03-15,41.5,339.3,133007.0,51.9,33918.0,1226.0,491.88,-1.282,7.09,6.06,0.2
1995-04-15,41.0,353.8,132936.0,52.2,34344.0,1259.0,509.23,-1.477,7.03,6.09,0.5
1995-05-15,41.1,370.2,131133.0,44.0,35459.0,1271.0,527.74,-0.806,6.62,6.17,0.2
1995-06-15,41.2,364.6,130886.0,43.5,35117.0,1305.0,537.12,-1.096,6.18,6.1,0.2
1995-07-15,41.1,375.7,131312.0,52.7,33573.0,1354.0,559.89,-0.98,6.15,5.68,0.4
1995-08-15,41.2,357.1,133128.0,46.5,34673.0,1386.0,558.57,-1.257,6.57,5.9,0.5
1995-09-15,41.2,363.7,133379.0,49.4,36134.0,1421.0,583.35,-1.376,6.11,5.8,0.2
1995-10-15,41.2,371.4,133530.0,47.5,36543.0,1400.0,584.5,-0.215,5.97,5.7,0.3
1995-11-15,41.3,375.3,132436.0,48.6,36086.0,1430.0,593.96,-1.078,6.0,5.94,0.3
1995-12-15,40.9,363.0,135277.0,45.9,37117.0,1442.0,616.34,-0.432,5.75,5.78,0.3
1996-01-15,39.7,373.9,131466.0,44.1,34733.0,1387.0,599.82,-0.116,5.75,5.5,-0.2
1996-02-15,41.3,375.9,127477.0,46.1,35614.0,1420.0,651.32,-1.509,5.7,5.36,0.1
1996-03-15,41.1,391.2,133555.0,49.1,36046.0,1437.0,641.43,-0.989,6.46,5.42,0.5
1996-04-15,41.2,359.2,135376.0,52.3,34806.0,1463.0,642.49,-0.89,6.47,5.33,0.5
1996-05-15,41.4,345.0,137039.0,51.7,36518.0,1457.0,665.42,-1.561,6.65,5.47,0.2
1996-06-15,41.5,342.8,139234.0,59.4,37251.0,1429.0,665.85,-0.94,6.95,5.3,0.3
1996-07-15,41.4,336.7,139373.0,51.9,36884.0,1450.0,629.8,0.319,6.89,5.42,0.5
1996-08-15,41.5,333.4,138271.0,54.6,36638.0,1413.0,662.28,-0.832,6.62,5.48,0.7
