,Date,Value,Val_ex_cash,model
286,2020-11-11,1345271.9388721716,1343653.8715618863,MF_MLP
287,2020-11-12,1355402.8307523024,1353784.7634420171,MF_MLP
288,2020-11-13,1350659.5586157555,1349041.4913054702,MF_MLP
289,2020-11-16,1351822.1404574816,1350204.0731471963,MF_MLP
290,2020-11-17,1360751.6548618102,1359133.5875515249,MF_MLP
291,2020-11-18,1353472.5096560656,1351854.4423457803,MF_MLP
292,2020-11-19,1351736.556806429,1350118.4894961438,MF_MLP
293,2020-11-20,1350917.9692071285,1349299.9018968432,MF_MLP
294,2020-11-23,1343455.7195809258,1341837.6522706405,MF_MLP
295,2020-11-24,1350771.2310210099,1349153.1637107246,MF_MLP
296,2020-11-25,1368950.8054603536,1367332.7381500683,MF_MLP
297,2020-11-27,1380460.4244539465,1378842.3571436612,MF_MLP
298,2020-11-30,1378611.547957594,1376993.4806473088,MF_MLP
299,2020-12-01,1399594.0684650887,1397976.0011548034,MF_MLP
300,2020-12-02,1393499.9031357507,1391881.8358254654,MF_MLP
301,2020-12-03,1398995.2802188615,1397377.2129085762,MF_MLP
302,2020-12-04,1393565.8734955478,1391947.8061852625,MF_MLP
303,2020-12-07,1401535.9086166876,1399917.8413064023,MF_MLP
304,2020-12-08,1406317.3926081958,1404699.3252979105,MF_MLP
305,2020-12-09,1393323.34592139,1391705.2786111047,MF_MLP
306,2020-12-10,1375563.42880285,1373945.3614925647,MF_MLP
307,2020-12-11,1375639.7152412,1374021.6479309148,MF_MLP
308,2020-12-14,1391477.4418922795,1389859.3745819943,MF_MLP
309,2020-12-15,1406001.730834463,1404383.6635241776,MF_MLP
310,2020-12-16,1418424.7957017631,1416806.7283914778,MF_MLP
311,2020-12-17,1435239.8488485706,1433621.7815382853,MF_MLP
312,2020-12-18,1432955.481518624,1431337.4142083386,MF_MLP
313,2020-12-21,1424500.2538945805,1422882.1865842952,MF_MLP
314,2020-12-22,1442986.0280830197,1441367.9607727344,MF_MLP
315,2020-12-23,1438520.1163558029,1436902.0490455176,MF_MLP
316,2020-12-24,1439404.7518622421,1437786.6845519568,MF_MLP
317,2020-12-28,1461732.7867866312,1460114.719476346,MF_MLP
318,2020-12-29,1473372.299743196,1471754.2324329107,MF_MLP
319,2020-12-30,1467696.2513278467,1466078.1840175614,MF_MLP
320,2020-12-31,1460135.9354489127,1458517.8681386274,MF_MLP
321,2021-01-04,1447769.5365256502,0.0,MF_MLP
322,2021-01-04,1447769.5365256502,1447002.9164559236,MF_MLP
323,2021-01-05,1445040.5252029372,1444273.9051332106,MF_MLP
324,2021-01-06,1443517.3416837521,1442750.7216140255,MF_MLP
325,2021-01-07,1471994.2109134689,1471227.5908437422,MF_MLP
326,2021-01-08,1503519.595959996,1502752.9758902695,MF_MLP
327,2021-01-11,1479103.8358177617,1478337.215748035,MF_MLP
328,2021-01-12,1483129.22821402,1482362.6081442933,MF_MLP
329,2021-01-13,1490281.189869049,1489514.5697993224,MF_MLP
330,2021-01-14,1490943.65171956,1490177.0316498333,MF_MLP
331,2021-01-15,1468487.2545621775,1467720.6344924509,MF_MLP
332,2021-01-19,1465147.9305230414,1464381.3104533148,MF_MLP
333,2021-01-20,1489210.1192775783,1488443.4992078517,MF_MLP
334,2021-01-21,1520715.8332691574,1519949.2131994308,MF_MLP
335,2021-01-22,1526275.7404828896,1525509.120413163,MF_MLP
336,2021-01-25,1555802.0437624052,1555035.4236926786,MF_MLP
337,2021-01-26,1567002.4581470736,1566235.838077347,MF_MLP
338,2021-01-27,1543423.920484359,1542657.3004146323,MF_MLP
339,2021-01-28,1514216.4003629053,1513449.7802931787,MF_MLP
340,2021-01-29,1476401.557852239,1475634.9377825125,MF_MLP
341,2021-02-01,1479397.344257826,1478630.7241880994,MF_MLP
342,2021-02-02,1512231.0481365456,1511464.428066819,MF_MLP
343,2021-02-03,1516117.8098319191,1515351.1897621925,MF_MLP
344,2021-02-04,1526993.3540334017,1526226.733963675,MF_MLP
345,2021-02-05,1535502.3793018495,1534735.759232123,MF_MLP
346,2021-02-08,1542515.0388687677,1541748.418799041,MF_MLP
347,2021-02-09,1545190.998996185,1544424.3789264583,MF_MLP
348,2021-02-10,1537620.9302559698,1536854.3101862432,MF_MLP
349,2021-02-11,1536699.7724323978,1535933.1523626712,MF_MLP
350,2021-02-12,1532159.9851600125,1531393.365090286,MF_MLP
351,2021-02-16,1541731.051071482,1540964.4310017554,MF_MLP
352,2021-02-17,1516686.6672887565,1515920.0472190299,MF_MLP
353,2021-02-18,1502063.2907916857,1501296.670721959,MF_MLP
354,2021-02-19,1512036.9938994595,1511270.3738297329,MF_MLP
355,2021-02-22,1480209.4617378071,1479442.8416680805,MF_MLP
356,2021-02-23,1434237.0608031657,1433470.440733439,MF_MLP
357,2021-02-24,1462105.3964820637,1461338.776412337,MF_MLP
358,2021-02-25,1446335.6467308672,1445569.0266611406,MF_MLP
359,2021-02-26,1423652.529160681,1422885.9090909543,MF_MLP
360,2021-03-01,1450934.3577678076,1450167.737698081,MF_MLP
361,2021-03-02,1456549.9105475259,1455783.2904777993,MF_MLP
362,2021-03-03,1425392.5597860129,1424625.9397162863,MF_MLP
363,2021-03-04,1392820.2682182072,1392053.6481484806,MF_MLP
364,2021-03-05,1380567.3404637245,1379800.7203939978,MF_MLP
365,2021-03-08,1366950.1378999464,1366183.5178302198,MF_MLP
366,2021-03-09,1392193.0032052177,1391426.383135491,MF_MLP
367,2021-03-10,1417066.1857896862,1416299.5657199596,MF_MLP
368,2021-03-11,1436010.2420372698,1435243.6219675431,MF_MLP
369,2021-03-12,1423000.652672515,1422234.0326027884,MF_MLP
370,2021-03-15,1442836.6036039402,1442069.9835342136,MF_MLP
371,2021-03-16,1459273.781690047,1458507.1616203203,MF_MLP
372,2021-03-17,1446508.5862134206,1445741.966143694,MF_MLP
373,2021-03-18,1427688.5526557192,1426921.9325859926,MF_MLP
374,2021-03-19,1406842.7183247958,1406076.0982550692,MF_MLP
375,2021-03-22,1428078.8603663205,1427312.2402965939,MF_MLP
376,2021-03-23,1428874.0167489592,1428107.3966792326,MF_MLP
377,2021-03-24,1411186.5263007395,1410419.906231013,MF_MLP
378,2021-03-25,1390856.2527116335,1390089.6326419069,MF_MLP
379,2021-03-26,1403927.487198307,1403160.8671285803,MF_MLP
380,2021-03-29,1409128.5267149005,1408361.906645174,MF_MLP
381,2021-03-30,1401839.399488663,1401072.7794189365,MF_MLP
382,2021-03-31,1430526.3858569735,1429759.7657872469,MF_MLP
383,2021-04-01,1451872.117069857,0.0,MF_MLP
384,2021-04-01,1451872.117069857,1451313.8617449002,MF_MLP
385,2021-04-05,1474442.2191685655,1473883.9638436087,MF_MLP
386,2021-04-06,1482985.680018733,1482427.4246937763,MF_MLP
387,2021-04-07,1487940.5736005614,1487382.3182756046,MF_MLP
388,2021-04-08,1508339.041687144,1507780.7863621872,MF_MLP
389,2021-04-09,1522173.0647041223,1521614.8093791655,MF_MLP
390,2021-04-12,1527517.0681969242,1526958.8128719674,MF_MLP
391,2021-04-13,1535102.0460110663,1534543.7906861096,MF_MLP
392,2021-04-14,1533800.502293093,1533242.2469681362,MF_MLP
393,2021-04-15,1541850.674525056,1541292.4192000993,MF_MLP
394,2021-04-16,1545208.366746948,1544650.1114219914,MF_MLP
395,2021-04-19,1544787.3949234926,1544229.1395985358,MF_MLP
396,2021-04-20,1532603.1433589652,1532044.8880340084,MF_MLP
397,2021-04-21,1526103.9722705286,1525545.7169455718,MF_MLP
398,2021-04-22,1526434.9102035349,1525876.6548785781,MF_MLP
399,2021-04-23,1533000.6827488958,1532442.427423939,MF_MLP
400,2021-04-26,1548922.7240460936,1548364.468721137,MF_MLP
401,2021-04-27,1551811.7841746348,1551253.528849678,MF_MLP
402,2021-04-28,1538386.501668269,1537828.2463433123,MF_MLP
403,2021-04-29,1544625.7978541113,1544067.5425291546,MF_MLP
404,2021-04-30,1523458.844010891,1522900.5886859342,MF_MLP
405,2021-05-03,1530236.6625763595,1529678.4072514027,MF_MLP
406,2021-05-04,1506520.5385833678,1505962.283258411,MF_MLP
407,2021-05-05,1508493.393286489,1507935.1379615322,MF_MLP
408,2021-05-06,1512252.9120364275,1511694.6567114708,MF_MLP
409,2021-05-07,1532318.2127081284,1531759.9573831717,MF_MLP
410,2021-05-10,1521716.8553599487,1521158.600034992,MF_MLP
411,2021-05-11,1488719.8520305234,1488161.5967055666,MF_MLP
412,2021-05-12,1473438.3612612062,1472880.1059362495,MF_MLP
